country,purpose,type,purpose_type,values,date
USA,education,Long-term_visitor,arrival,79,30/04/2022
USA,education,Short-term_resident,return,8,30/04/2022
USA,education,Short-term_visitor,arrival,54,30/04/2022
USA,education,total,,141,30/04/2022
USA,employment,Long-term_resident,return,8,30/04/2022
USA,employment,Long-term_visitor,arrival,125,30/04/2022
USA,employment,Short-term_resident,return,22,30/04/2022
USA,employment,Short-term_visitor,arrival,423,30/04/2022
USA,employment,total,,578,30/04/2022
USA,exhibition,Long-term_resident,return,0,30/04/2022
USA,exhibition,Long-term_visitor,arrival,0,30/04/2022
USA,exhibition,Short-term_resident,return,5,30/04/2022
USA,exhibition,Short-term_visitor,arrival,22,30/04/2022
USA,exhibition,total,,27,30/04/2022
USA,holiday,Long-term_resident,return,3,30/04/2022
USA,holiday,Long-term_visitor,arrival,87,30/04/2022
USA,holiday,Short-term_resident,return,306,30/04/2022
USA,holiday,Short-term_visitor,arrival,2957,30/04/2022
USA,holiday,total,,3353,30/04/2022
USA,other,Long-term_resident,departure,265,30/04/2022
USA,other,Long-term_resident,return,9,30/04/2022
USA,other,Long-term_visitor,arrival,47,30/04/2022
USA,other,Long-term_visitor,departure,1296,30/04/2022
USA,other,Settler_arrival,,142,30/04/2022
USA,other,Short-term_resident,departure,2510,30/04/2022
USA,other,Short-term_resident,return,34,30/04/2022
USA,other,Short-term_visitor,arrival,296,30/04/2022
USA,other,Short-term_visitor,departure,14049,30/04/2022
USA,other,total,,18649,30/04/2022
USA,visit,Long-term_resident,return,34,30/04/2022
USA,visit,Long-term_visitor,arrival,101,30/04/2022
USA,visit,Short-term_resident,return,873,30/04/2022
USA,visit,Short-term_visitor,arrival,8556,30/04/2022
USA,visit,total,,9564,30/04/2022
Vanuatu,Long-term_resident,departure,,0,30/04/2022
Vanuatu,Long-term_resident,return,,0,30/04/2022
Vanuatu,Long-term_visitor,arrival,,41,30/04/2022
Vanuatu,Long-term_visitor,departure,,15,30/04/2022
Vanuatu,Settler_arrival,,,1,30/04/2022
Vanuatu,Short-term_resident,departure,,1,30/04/2022
Vanuatu,Short-term_resident,return,,0,30/04/2022
Vanuatu,Short-term_visitor,arrival,,168,30/04/2022
Vanuatu,Short-term_visitor,departure,,62,30/04/2022
Vanuatu,total,,,288,30/04/2022
Vanuatu,business,Long-term_visitor,arrival,1,30/04/2022
Vanuatu,business,Short-term_visitor,arrival,4,30/04/2022
Vanuatu,business,total,,5,30/04/2022
Vanuatu,convention,Short-term_visitor,arrival,6,30/04/2022
Vanuatu,convention,total,,6,30/04/2022
Vanuatu,education,Long-term_visitor,arrival,0,30/04/2022
Vanuatu,education,Short-term_visitor,arrival,1,30/04/2022
Vanuatu,education,total,,1,30/04/2022
Vanuatu,employment,Long-term_resident,return,0,30/04/2022
Vanuatu,employment,Long-term_visitor,arrival,39,30/04/2022
Vanuatu,employment,Short-term_resident,return,0,30/04/2022
Vanuatu,employment,Short-term_visitor,arrival,109,30/04/2022
Vanuatu,employment,total,,148,30/04/2022
Vanuatu,exhibition,Short-term_visitor,arrival,0,30/04/2022
Vanuatu,exhibition,total,,0,30/04/2022
Vanuatu,holiday,Long-term_visitor,arrival,1,30/04/2022
Vanuatu,holiday,Short-term_visitor,arrival,8,30/04/2022
Vanuatu,holiday,total,,9,30/04/2022
Vanuatu,other,Long-term_resident,departure,0,30/04/2022
Vanuatu,other,Long-term_resident,return,0,30/04/2022
Vanuatu,other,Long-term_visitor,arrival,0,30/04/2022
Vanuatu,other,Long-term_visitor,departure,15,30/04/2022
Vanuatu,other,Settler_arrival,,1,30/04/2022
Vanuatu,other,Short-term_resident,departure,1,30/04/2022
Vanuatu,other,Short-term_visitor,arrival,36,30/04/2022
Vanuatu,other,Short-term_visitor,departure,62,30/04/2022
Vanuatu,other,total,,115,30/04/2022
Vanuatu,visit,Long-term_resident,return,0,30/04/2022
Vanuatu,visit,Long-term_visitor,arrival,0,30/04/2022
Vanuatu,visit,Short-term_resident,return,0,30/04/2022
Vanuatu,visit,Short-term_visitor,arrival,4,30/04/2022
Vanuatu,visit,total,,4,30/04/2022
China,Long-term_resident,departure,,201,30/04/2022
China,Long-term_resident,return,,826,31/05/2022
China,Long-term_visitor,arrival,,1662,31/05/2022
China,Long-term_visitor,departure,,1034,31/05/2022
China,Settler_arrival,,,868,31/05/2022
China,Short-term_resident,departure,,2099,31/05/2022
China,Short-term_resident,return,,1478,31/05/2022
China,Short-term_visitor,arrival,,4694,31/05/2022
China,Short-term_visitor,departure,,1524,31/05/2022
China,total,,,14343,31/05/2022
China,business,Long-term_resident,return,40,31/05/2022
China,business,Long-term_visitor,arrival,19,31/05/2022
China,business,Short-term_resident,return,205,31/05/2022
China,business,Short-term_visitor,arrival,327,31/05/2022
China,business,total,,590,31/05/2022
China,convention,Long-term_resident,return,2,31/05/2022
China,convention,Long-term_visitor,arrival,2,31/05/2022
China,convention,Short-term_resident,return,43,31/05/2022
China,convention,Short-term_visitor,arrival,70,31/05/2022
China,convention,total,,117,31/05/2022
China,education,Long-term_resident,return,39,31/05/2022
China,education,Long-term_visitor,arrival,1259,31/05/2022
China,education,Short-term_resident,return,59,31/05/2022
China,education,Short-term_visitor,arrival,1436,31/05/2022
China,education,total,,2793,31/05/2022
China,employment,Long-term_resident,return,62,31/05/2022
China,employment,Long-term_visitor,arrival,127,31/05/2022
China,employment,Short-term_resident,return,90,31/05/2022
China,employment,Short-term_visitor,arrival,205,31/05/2022
China,employment,total,,484,31/05/2022
China,exhinbition,Long-term_resident,return,6,31/05/2022
China,exhinbition,Long-term_visitor,arrival,6,31/05/2022
China,exhinbition,Short-term_resident,return,5,31/05/2022
China,exhinbition,Short-term_visitor,arrival,9,31/05/2022
China,exhinbition,total,,26,31/05/2022
China,holiday,Long-term_resident,return,61,31/05/2022
China,holiday,Long-term_visitor,arrival,27,31/05/2022
China,holiday,Short-term_resident,return,571,31/05/2022
China,holiday,Short-term_visitor,arrival,479,31/05/2022
China,holiday,total,,1138,31/05/2022
China,other,Long-term_resident,departure,158,31/05/2022
China,other,Long-term_resident,return,186,31/05/2022
China,other,Long-term_visitor,arrival,48,31/05/2022
China,other,Long-term_visitor,departure,1034,31/05/2022
China,other,Settler_arrival,,868,31/05/2022
China,other,Short-term_resident,departure,2099,31/05/2022
China,other,Short-term_resident,return,98,31/05/2022
China,other,Short-term_visitor,arrival,450,31/05/2022
China,other,Short-term_visitor,departure,1524,31/05/2022
China,other,total,,6465,31/05/2022
China,visit,Long-term_resident,return,430,31/05/2022
China,visit,Long-term_visitor,arrival,174,31/05/2022
China,visit,Short-term_resident,return,407,31/05/2022
China,visit,Short-term_visitor,arrival,1719,31/05/2022
China,visit,total,,2730,31/05/2022
NewZealand,visit,Long-term_resident,return,455,31/05/2022
NewZealand,visit,Long-term_visitor,arrival,79,31/05/2022
NewZealand,visit,Short-term_resident,return,20310,31/05/2022
NewZealand,visit,Short-term_visitor,arrival,22827,31/05/2022
NewZealand,visit,total,,43671,31/05/2022
NewZealand,other,Long-term_resident,departure,1154,31/05/2022
NewZealand,other,Long-term_resident,return,359,31/05/2022
NewZealand,other,Long-term_visitor,arrival,49,31/05/2022
NewZealand,other,Settler_arrival,,951,31/05/2022
NewZealand,other,Short-term_resident,departure,26710,31/05/2022
NewZealand,other,Short-term_resident,return,1270,31/05/2022
NewZealand,other,Short-term_visitor,arrival,1180,31/05/2022
NewZealand,other,Short-term_visitor,departure,42704,31/05/2022
NewZealand,other,total,,74377,31/05/2022
NewZealand,holiday,Long-term_resident,return,60,31/05/2022
NewZealand,holiday,Long-term_visitor,arrival,13,31/05/2022
NewZealand,holiday,Short-term_resident,return,4344,31/05/2022
NewZealand,holiday,Short-term_visitor,arrival,7497,31/05/2022
NewZealand,holiday,total,,11913,31/05/2022
NewZealand,exhibition,Long-term_resident,return,0,31/05/2022
NewZealand,exhibition,Long-term_visitor,arrival,2,31/05/2022
NewZealand,exhibition,Short-term_resident,return,15,31/05/2022
NewZealand,exhibition,Short-term_visitor,arrival,91,31/05/2022
NewZealand,exhibition,total,,108,31/05/2022
NewZealand,employment,Long-term_resident,return,545,31/05/2022
NewZealand,employment,Long-term_visitor,arrival,159,31/05/2022
NewZealand,employment,Short-term_resident,return,883,31/05/2022
NewZealand,employment,Short-term_visitor,arrival,1072,31/05/2022
NewZealand,employment,total,,2659,31/05/2022
NewZealand,education,Long-term_resident,return,45,31/05/2022
NewZealand,education,Long-term_visitor,arrival,31,31/05/2022
NewZealand,education,Short-term_resident,return,70,31/05/2022
NewZealand,education,Short-term_visitor,arrival,222,31/05/2022
NewZealand,education,total,,368,31/05/2022
NewZealand,convention,Long-term_resident,return,12,31/05/2022
NewZealand,convention,Long-term_visitor,arrival,4,31/05/2022
NewZealand,convention,Short-term_resident,return,356,31/05/2022
NewZealand,convention,Short-term_visitor,arrival,2423,31/05/2022
NewZealand,convention,total,,2795,31/05/2022
NewZealand,business,Long-term_resident,return,42,31/05/2022
NewZealand,business,Long-term_visitor,arrival,12,31/05/2022
NewZealand,business,Short-term_resident,return,1533,31/05/2022
NewZealand,business,Short-term_visitor,arrival,6607,31/05/2022
NewZealand,business,total,,8194,31/05/2022
NewZealand,Long-term_resident,departure,,1154,31/05/2022
NewZealand,Long-term_resident,return,,1518,31/05/2022
NewZealand,Long-term_visitor,arrival,,349,31/05/2022
NewZealand,Settler_arrival,,,951,31/05/2022
NewZealand,Short-term_resident,departure,,26710,31/05/2022
NewZealand,Short-term_resident,return,,28781,31/05/2022
NewZealand,Short-term_visitor,arrival,,41919,31/05/2022
NewZealand,Short-term_visitor,departure,,42704,31/05/2022
NewZealand,total,,,144086,31/05/2022
UK,Long-term_resident,departure,,512,31/05/2022
UK,Long-term_resident,return,,128,31/05/2022
UK,Long-term_visitor,arrival,,1398,31/05/2022
UK,Long-term_visitor,departure,,2732,31/05/2022
UK,Settler_arrival,,,280,31/05/2022
UK,Short-term_resident,departure,,9193,31/05/2022
UK,Short-term_resident,return,,6395,31/05/2022
UK,Short-term_visitor,arrival,,17018,31/05/2022
UK,Short-term_visitor,departure,,25057,31/05/2022
UK,total,,,62713,31/05/2022
UK,business,Long-term_resident,return,11,31/05/2022
UK,business,Long-term_visitor,arrival,61,31/05/2022
UK,business,Short-term_resident,return,596,31/05/2022
UK,business,Short-term_visitor,arrival,2641,31/05/2022
UK,business,total,,3309,31/05/2022
UK,convention,Long-term_resident,return,2,31/05/2022
UK,convention,Long-term_visitor,arrival,10,31/05/2022
UK,convention,Short-term_resident,return,136,31/05/2022
UK,convention,Short-term_visitor,arrival,585,31/05/2022
UK,convention,total,,733,31/05/2022
UK,education,Long-term_resident,return,3,31/05/2022
UK,education,Long-term_visitor,arrival,80,31/05/2022
UK,education,Short-term_resident,return,8,31/05/2022
UK,education,Short-term_visitor,arrival,89,31/05/2022
UK,education,total,,180,31/05/2022
UK,employment,Long-term_resident,return,17,31/05/2022
UK,employment,Long-term_visitor,arrival,684,31/05/2022
UK,employment,Short-term_resident,return,164,31/05/2022
UK,employment,Short-term_visitor,arrival,707,31/05/2022
UK,employment,total,,1572,31/05/2022
UK,exhibition,Long-term_visitor,arrival,1,31/05/2022
UK,exhibition,Short-term_resident,return,7,31/05/2022
UK,exhibition,Short-term_visitor,arrival,30,31/05/2022
UK,exhibition,total,,39,31/05/2022
UK,holiday,Long-term_resident,return,9,31/05/2022
UK,holiday,Long-term_visitor,arrival,173,31/05/2022
UK,holiday,Short-term_resident,return,1563,31/05/2022
UK,holiday,Short-term_visitor,arrival,2937,31/05/2022
UK,holiday,total,,4682,31/05/2022
UK,other,Long-term_resident,departure,512,31/05/2022
UK,other,Long-term_resident,return,20,31/05/2022
UK,other,Long-term_visitor,arrival,125,31/05/2022
UK,other,Long-term_visitor,departure,2732,31/05/2022
UK,other,Settler_arrival,,280,31/05/2022
UK,other,Short-term_resident,departure,9193,31/05/2022
UK,other,Short-term_resident,return,194,31/05/2022
UK,other,Short-term_visitor,arrival,276,31/05/2022
UK,other,Short-term_visitor,departure,25057,31/05/2022
UK,other,total,,38389,31/05/2022
UK,visit,Long-term_resident,return,66,31/05/2022
UK,visit,Long-term_visitor,arrival,264,31/05/2022
UK,visit,Short-term_resident,return,3726,31/05/2022
UK,visit,Short-term_visitor,arrival,9754,31/05/2022
UK,visit,total,,13810,31/05/2022
France,Long-term_resident,departure,,49,31/05/2022
France,Long-term_resident,return,,12,31/05/2022
France,Long-term_visitor,arrival,,279,31/05/2022
France,Long-term_visitor,departure,,839,31/05/2022
France,Settler_arrival,,,27,31/05/2022
France,Short-term_resident,departure,,719,31/05/2022
France,Short-term_resident,return,,427,31/05/2022
France,Short-term_visitor,arrival,,5489,31/05/2022
France,Short-term_visitor,departure,,5894,31/05/2022
France,total,,,13735,31/05/2022
France,business,Long-term_resident,return,1,31/05/2022
France,business,Long-term_visitor,arrival,21,31/05/2022
France,business,Short-term_resident,return,52,31/05/2022
France,business,Short-term_visitor,arrival,826,31/05/2022
France,business,total,,900,31/05/2022
France,convention,Long-term_resident,return,0,31/05/2022
France,convention,Long-term_visitor,arrival,1,31/05/2022
France,convention,Short-term_resident,return,9,31/05/2022
France,convention,Short-term_visitor,arrival,193,31/05/2022
France,convention,total,,203,31/05/2022
France,education,Long-term_resident,return,0,31/05/2022
France,education,Long-term_visitor,arrival,44,31/05/2022
France,education,Short-term_resident,return,6,31/05/2022
France,education,Short-term_visitor,arrival,154,31/05/2022
France,education,total,,205,31/05/2022
France,employment,Long-term_resident,return,2,31/05/2022
France,employment,Long-term_visitor,arrival,119,31/05/2022
France,employment,Short-term_resident,return,24,31/05/2022
France,employment,Short-term_visitor,arrival,277,31/05/2022
France,employment,total,,422,31/05/2022
France,exhibition,Long-term_visitor,arrival,1,31/05/2022
France,exhibition,Short-term_visitor,arrival,18,31/05/2022
France,exhibition,total,,19,31/05/2022
France,holiday,Long-term_resident,return,2,31/05/2022
France,holiday,Long-term_visitor,arrival,50,31/05/2022
France,holiday,Short-term_resident,return,104,31/05/2022
France,holiday,Short-term_visitor,arrival,2692,31/05/2022
France,holiday,total,,2848,31/05/2022
France,other,Long-term_resident,departure,49,31/05/2022
France,other,Long-term_resident,return,3,31/05/2022
France,other,Long-term_visitor,arrival,15,31/05/2022
France,other,Long-term_visitor,departure,839,31/05/2022
France,other,Settler_arrival,,27,31/05/2022
France,other,Short-term_resident,departure,719,31/05/2022
France,other,Short-term_resident,return,22,31/05/2022
France,other,Short-term_visitor,arrival,214,31/05/2022
France,other,Short-term_visitor,departure,5894,31/05/2022
France,other,total,,7782,31/05/2022
France,visit,Long-term_resident,return,4,31/05/2022
France,visit,Long-term_visitor,arrival,28,31/05/2022
France,visit,Short-term_resident,return,211,31/05/2022
France,visit,Short-term_visitor,arrival,1114,31/05/2022
France,visit,total,,1357,31/05/2022
India,Long-term_resident,departure,,591,31/05/2022
India,Long-term_resident,return,,459,31/05/2022
India,Long-term_visitor,arrival,,10565,31/05/2022
India,Long-term_visitor,departure,,7868,31/05/2022
India,Settler_arrival,,,1463,31/05/2022
India,Short-term_resident,departure,,6324,31/05/2022
India,Short-term_resident,return,,11257,31/05/2022
India,Short-term_visitor,arrival,,32584,31/05/2022
India,Short-term_visitor,departure,,12573,31/05/2022
India,total,,,83684,31/05/2022
India,business,Long-term_resident,return,10,31/05/2022
India,business,Long-term_visitor,arrival,41,31/05/2022
India,business,Short-term_resident,return,200,31/05/2022
India,business,Short-term_visitor,arrival,1198,31/05/2022
India,business,total,,1448,31/05/2022
India,convention,Long-term_resident,return,3,31/05/2022
India,convention,Long-term_visitor,arrival,36,31/05/2022
India,convention,Short-term_resident,return,125,31/05/2022
India,convention,Short-term_visitor,arrival,1341,31/05/2022
